x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.56063,1.05693,0.0,0.63077,0.88776,-0.09172,0.61092,0.75439,-0.18088,0.54716,0.63726,-0.22366,0.49588,0.53017,-0.2607,0.58925,0.71095,-0.40016,0.61589,0.48278,-0.55509,0.62929,0.29435,-0.65697,0.63132,0.14115,-0.71451,0.5023,0.73825,-0.34641,0.42399,0.50493,-0.50523,0.36944,0.3357,-0.58079,0.31742,0.21004,-0.63106,0.41555,0.76323,-0.26808,0.3481,0.56057,-0.36891,0.31206,0.40043,-0.37983,0.27049,0.26188,-0.38063,0.3572,0.77729,-0.18373,0.38426,0.63903,-0.20114,0.43665,0.61603,-0.16256,0.46814,0.61157,-0.13666
0.53409,0.67235,0.0,0.55915,0.55577,0.01451,0.53135,0.46324,0.00857,0.48215,0.44142,0.00191,0.43405,0.43868,-0.00947,0.5441,0.42535,-0.03759,0.53957,0.27064,-0.05387,0.53775,0.18813,-0.05977,0.53378,0.12301,-0.06044,0.49305,0.44499,-0.05145,0.46383,0.27825,-0.06276,0.44759,0.18562,-0.06632,0.4304,0.11556,-0.0667,0.44512,0.47295,-0.06012,0.41688,0.34745,-0.06726,0.40582,0.26815,-0.07719,0.3907,0.21055,-0.08507,0.41108,0.50814,-0.06546,0.42531,0.44291,-0.06496,0.44644,0.46391,-0.05443,0.4598,0.49595,-0.04667
0.60114,0.82032,0.0,0.6497,0.65692,0.0133,0.61631,0.52077,0.00939,0.55321,0.47645,0.00486,0.49083,0.46655,-0.00547,0.62173,0.44479,-0.03518,0.62329,0.22893,-0.05063,0.62754,0.11161,-0.05765,0.62674,0.0191,-0.0587,0.54731,0.46127,-0.04785,0.51672,0.23905,-0.05219,0.50099,0.11322,-0.05696,0.48337,0.01428,-0.05961,0.4824,0.49718,-0.05537,0.45024,0.33258,-0.05696,0.43799,0.2189,-0.07599,0.42312,0.13655,-0.09307,0.43888,0.54482,-0.05984,0.46438,0.45856,-0.06012,0.50032,0.48072,-0.05445,0.52662,0.52068,-0.05052
0.56373,1.01891,0.0,0.62164,0.78346,0.03065,0.60078,0.63078,-0.03582,0.55263,0.53858,-0.08918,0.51169,0.43148,-0.14993,0.65088,0.61327,-0.35958,0.70139,0.3822,-0.51282,0.72849,0.22156,-0.60031,0.75849,0.07593,-0.65275,0.56123,0.66882,-0.39219,0.53969,0.43391,-0.60032,0.52257,0.23825,-0.72178,0.51014,0.06437,-0.8088,0.46603,0.71572,-0.38639,0.40447,0.51567,-0.56582,0.35987,0.34612,-0.6619,0.32027,0.21386,-0.71563,0.38862,0.74163,-0.35399,0.35315,0.61085,-0.42685,0.35784,0.55531,-0.44408,0.35281,0.51376,-0.46535
0.29643,0.77124,0.0,0.29108,0.64935,0.02429,0.3266,0.54952,0.02227,0.39076,0.52542,0.01555,0.43819,0.53013,0.00785,0.28853,0.49547,-0.01507,0.28825,0.34778,-0.02395,0.29323,0.26927,-0.02246,0.29276,0.20221,-0.02227,0.31561,0.5075,-0.0433,0.33211,0.34356,-0.0713,0.33992,0.24741,-0.08304,0.33702,0.17053,-0.08567,0.35193,0.53416,-0.06657,0.42959,0.41741,-0.09664,0.46192,0.34489,-0.11135,0.47459,0.28024,-0.11599,0.39574,0.58037,-0.085,0.44256,0.52518,-0.0946,0.42475,0.56533,-0.08219,0.40521,0.6086,-0.07205
0.28333,0.91245,0.0,0.35533,0.87998,-0.06837,0.39534,0.78158,-0.09102,0.32603,0.69916,-0.10088,0.24858,0.63716,-0.11063,0.40555,0.5556,-0.06399,0.44138,0.4016,-0.09003,0.46021,0.30561,-0.10678,0.47264,0.21938,-0.11895,0.3406,0.53056,-0.05672,0.35722,0.36263,-0.07498,0.36434,0.26035,-0.09771,0.36711,0.1821,-0.11186,0.28603,0.55571,-0.0559,0.25361,0.42008,-0.10044,0.23324,0.30956,-0.15149,0.21704,0.2174,-0.18478,0.24614,0.6202,-0.05834,0.2553,0.60815,-0.11387,0.27525,0.67628,-0.14129,0.28571,0.74629,-0.15526
0.38614,0.90196,0.0,0.46919,0.83283,-0.05307,0.50615,0.68293,-0.06465,0.41999,0.59272,-0.06719,0.32583,0.55096,-0.07149,0.48161,0.43294,-0.03143,0.50303,0.25901,-0.04705,0.51733,0.15479,-0.05865,0.52674,0.06245,-0.06885,0.40001,0.4277,-0.03356,0.3892,0.24831,-0.04313,0.38045,0.1391,-0.06423,0.3729,0.05403,-0.07804,0.33728,0.47674,-0.04274,0.29875,0.31028,-0.09172,0.27402,0.17364,-0.15593,0.24922,0.05435,-0.1991,0.29193,0.56503,-0.0528,0.32279,0.54463,-0.12106,0.36717,0.62712,-0.15787,0.39381,0.70742,-0.1781
0.4049,0.89454,0.0,0.48254,0.83722,-0.04748,0.53121,0.7081,-0.05984,0.472,0.61326,-0.06459,0.38844,0.56276,-0.07169,0.51265,0.47523,-0.03624,0.53412,0.31663,-0.0554,0.54899,0.21819,-0.06952,0.55746,0.13031,-0.08022,0.44066,0.46414,-0.03977,0.43944,0.29875,-0.05079,0.43756,0.19519,-0.07091,0.43365,0.11529,-0.08404,0.38144,0.5048,-0.0489,0.3573,0.35721,-0.09367,0.34652,0.23571,-0.14964,0.33155,0.13205,-0.18727,0.33522,0.58325,-0.05904,0.37575,0.5691,-0.12078,0.41312,0.64527,-0.15259,0.43167,0.71899,-0.16946
0.39858,0.84184,0.0,0.46698,0.78505,-0.03994,0.51266,0.65534,-0.05153,0.46271,0.55679,-0.05741,0.38168,0.50846,-0.06573,0.50137,0.44672,-0.02582,0.52108,0.30679,-0.0384,0.53358,0.21948,-0.0499,0.54023,0.13875,-0.06073,0.4326,0.43475,-0.03107,0.41813,0.28676,-0.04081,0.40736,0.19518,-0.06008,0.39703,0.12036,-0.07371,0.37679,0.47242,-0.04097,0.34977,0.3394,-0.08269,0.33849,0.22696,-0.13358,0.32416,0.12966,-0.16885,0.33104,0.54371,-0.05124,0.37112,0.52963,-0.10922,0.40549,0.60643,-0.13833,0.42511,0.67812,-0.1547
0.41953,1.00563,0.0,0.50345,0.94852,-0.06626,0.55709,0.81617,-0.09248,0.47571,0.72267,-0.11027,0.37018,0.67132,-0.13116,0.52871,0.53465,-0.05682,0.56777,0.33963,-0.08862,0.59271,0.21397,-0.11291,0.60833,0.10456,-0.13166,0.44611,0.5186,-0.05935,0.45061,0.31474,-0.08488,0.44865,0.17843,-0.11824,0.44439,0.07117,-0.14033,0.38056,0.56551,-0.0684,0.35066,0.39599,-0.12419,0.33451,0.2552,-0.18696,0.31736,0.13545,-0.22886,0.32963,0.65811,-0.08015,0.35437,0.63294,-0.15287,0.39139,0.70253,-0.18788,0.41328,0.77194,-0.20552
0.63227,0.86342,0.0,0.56442,0.80582,-0.03095,0.53093,0.67346,-0.03253,0.57115,0.57912,-0.02978,0.62468,0.51853,-0.02836,0.5225,0.49247,-0.00595,0.49172,0.34837,-0.01724,0.47829,0.25637,-0.02746,0.46525,0.17566,-0.0382,0.58307,0.48114,-0.01634,0.58039,0.31208,-0.03198,0.58002,0.20898,-0.04781,0.5769,0.11684,-0.05712,0.63385,0.50661,-0.03331,0.64296,0.35352,-0.07595,0.63961,0.25005,-0.11297,0.63735,0.14662,-0.13527,0.67974,0.56902,-0.05106,0.66354,0.50218,-0.10205,0.64227,0.57868,-0.1136,0.63198,0.65427,-0.11728
0.68568,1.17796,0.0,0.61297,1.11642,-0.09536,0.58013,0.98759,-0.13961,0.66238,0.91987,-0.16972,0.77373,0.8816,-0.20459,0.56784,0.69458,-0.09945,0.53808,0.46975,-0.15041,0.52854,0.32229,-0.18762,0.5194,0.18992,-0.21881,0.65761,0.67717,-0.10066,0.6771,0.44305,-0.14473,0.69433,0.28496,-0.18902,0.70696,0.13592,-0.22127,0.72822,0.72769,-0.11139,0.76619,0.55642,-0.18587,0.78204,0.40072,-0.25943,0.79719,0.24661,-0.3114,0.78649,0.82691,-0.1266,0.77164,0.8328,-0.22118,0.74387,0.92861,-0.26199,0.73111,1.00755,-0.28576
